name,short_name,gender,birth_date,birth_place,birth_country,country,country_code,discipline,discipline_code,residence_place,residence_country,height_m/ft,url
LASKOVA Dominika,LASKOVA D,Female,1996-12-20,PRAGUE,Czech Republic,Czech Republic,CZE,Ice Hockey,IHO,,,1.67/5'5'',../../../en/results/ice-hockey/athlete-profile-n1055704-dominika-laskova.htm
LASSEN Matias,LASSEN M,Male,1996-03-15,RODOVRE,Denmark,Denmark,DEN,Ice Hockey,IHO,MALMO,Sweden,1.82/5'11'',../../../en/results/ice-hockey/athlete-profile-n1031899-matias-lassen.htm
LATYPOV Eduard,LATYPOV E,Male,1994-03-21,GRODNO,Belarus,ROC,ROC,Biathlon,BTH,KAMYSHLA,Russian Federation,,../../../en/results/biathlon/athlete-profile-n1036742-eduard-latypov.htm
LAUKLI Sophia,LAUKLI S,Female,2000-06-08,"FRAMINGHAM, MA",United States of America,United States of America,USA,Cross-Country Skiing,CCS,"YARMOUTH, ME",United States of America,,../../../en/results/cross-country-skiing/athlete-profile-n1041382-sophia-laukli.htm
LAURENT Greta,LAURENT G,Female,1992-05-03,IVREA,Italy,Italy,ITA,Cross-Country Skiing,CCS,GRESSONEY-SAINT-JEAN,Italy,,../../../en/results/cross-country-skiing/athlete-profile-n1037120-greta-laurent.htm
LAURIDSEN Markus,LAURIDSEN M,Male,1991-02-28,GENTOFTE,Denmark,Denmark,DEN,Ice Hockey,IHO,MALMO,Sweden,1.86/6'1'',../../../en/results/ice-hockey/athlete-profile-n1031898-markus-lauridsen.htm
LAURIDSEN Oliver,LAURIDSEN O,Male,1989-03-24,GENTOFTE,Denmark,Denmark,DEN,Ice Hockey,IHO,MALMO,Sweden,1.97/6'5'',../../../en/results/ice-hockey/athlete-profile-n1031901-oliver-lauridsen.htm
LAUZI Emiliano,LAUZI E,Male,1994-09-22,MELZO,Italy,Italy,ITA,Snowboard,SBD,MILAN,Italy,,../../../en/results/snowboard/athlete-profile-n1015269-emiliano-lauzi.htm
LAWES Kaitlyn,LAWES K,Female,1988-12-16,"WINNIPEG, MB",Canada,Canada,CAN,Curling,CUR,"WINNIPEG, MB",Canada,,../../../en/results/curling/athlete-profile-n1054798-kaitlyn-lawes.htm
LAWRENCE Taylor,LAWRENCE T,Male,1996-08-13,THANET,Great Britain,Great Britain,GBR,Bobsleigh,BOB,,Great Britain,,../../../en/results/bobsleigh/athlete-profile-n1044565-taylor-lawrence.htm
LAZARENKO Viktoriia,LAZARENKO V,Female,2003-04-22,CHUSOVOY,Russian Federation,ROC,ROC,Freestyle Skiing,FRS,CHUSOVOY,Russian Federation,,../../../en/results/freestyle-skiing/athlete-profile-n1041109-viktoriia-lazarenko.htm
LAZOUSKI Dzmitry,LAZOUSKI D,Male,1998-09-09,MINSK,Belarus,Belarus,BLR,Biathlon,BTH,MINSK,Belarus,,../../../en/results/biathlon/athlete-profile-n1000222-dzmitry-lazouski.htm
le BLE JAQUES Leo,le BLE JAQUES L,Male,1997-01-02,CHENE BOUGERIES,Switzerland,France,FRA,Snowboard,SBD,LE GRAND-BORNAND,France,,../../../en/results/snowboard/athlete-profile-n1035864-leo-le-ble-jaques.htm
LEBEL Maureen,LEBEL M,Female,1998-06-13,"TRUCKEE, CA",United States of America,United States of America,USA,Alpine Skiing,ALP,"PARK CITY, UT",United States of America,,../../../en/results/alpine-skiing/athlete-profile-n1041229-maureen-lebel.htm
LECLAIR Laura,LECLAIR L,Female,1997-01-15,"CHELSEA, QC",Canada,Canada,CAN,Cross-Country Skiing,CCS,"CHELSEA, QC",Canada,,../../../en/results/cross-country-skiing/athlete-profile-n1051728-laura-leclair.htm
LEDECKA Ester,LEDECKA E,Female,1995-03-23,PRAGUE,Czech Republic,Czech Republic,CZE,Alpine Skiing,ALP,PRAGUE,Czech Republic,,../../../en/results/alpine-skiing/athlete-profile-n1013893-ester-ledecka.htm
LEDECKA Ester,LEDECKA E,Female,1995-03-23,PRAGUE,Czech Republic,Czech Republic,CZE,Snowboard,SBD,PRAGUE,Czech Republic,,../../../en/results/snowboard/athlete-profile-n1013893-ester-ledecka.htm
LEDEUX Tess,LEDEUX T,Female,2001-11-23,BOURG-SAINT-MAURICE,France,France,FRA,Freestyle Skiing,FRS,LA PLAGNE,France,,../../../en/results/freestyle-skiing/athlete-profile-n1035841-tess-ledeux.htm
LEDLOVA Aneta,LEDLOVA A,Female,1996-12-31,KADAN,Czech Republic,Czech Republic,CZE,Ice Hockey,IHO,,,1.70/5'6'',../../../en/results/ice-hockey/athlete-profile-n1055686-aneta-ledlova.htm
LEDUC Timothy,LEDUC T,Male,1990-05-04,"CEDAR RAPIDS, IA",United States of America,United States of America,USA,Figure Skating,FSK,"DALLAS, TX",United States of America,,../../../en/results/figure-skating/athlete-profile-n1035175-timothy-leduc.htm
LEE Chaeun,LEE C,Male,2006-04-11,SUWON,Republic of Korea,Republic of Korea,KOR,Snowboard,SBD,,,,../../../en/results/snowboard/athlete-profile-n1036974-chaeun-lee.htm
LEE Chaewon,LEE C.W.,Female,1981-04-07,PYEONGCHANG,Republic of Korea,Republic of Korea,KOR,Cross-Country Skiing,CCS,PYEONGCHANG,Republic of Korea,,../../../en/results/cross-country-skiing/athlete-profile-n1036964-chaewon-lee.htm
LEE Eui Jin,LEE EJ,Female,2001-10-26,PYEONGCHANG,Republic of Korea,Republic of Korea,KOR,Cross-Country Skiing,CCS,PYEONGCHANG,Republic of Korea,,../../../en/results/cross-country-skiing/athlete-profile-n1036965-eui-jin-lee.htm
LEE Eunice,LEE E,Female,2004-11-11,,Republic of Korea,United States of America,USA,Short Track Speed Skating,STK,"BELLEVUE, WA",United States of America,,../../../en/results/short-track-speed-skating/athlete-profile-n1037503-eunice-lee.htm
LEE Juneseo,LEE J,Male,2000-06-03,DAEJEON,Republic of Korea,Republic of Korea,KOR,Short Track Speed Skating,STK,SEOUL,Republic of Korea,,../../../en/results/short-track-speed-skating/athlete-profile-n1036470-juneseo-lee.htm
LEE Na Yoon,LEE NY,Female,2003-10-23,,Republic of Korea,Republic of Korea,KOR,Snowboard,SBD,,Republic of Korea,,../../../en/results/snowboard/athlete-profile-n1036953-na-yoon-lee.htm
LEE Sangho,LEE S,Male,1995-09-12,JEONGSEON-GUN,Republic of Korea,Republic of Korea,KOR,Snowboard,SBD,SEOUL,Republic of Korea,,../../../en/results/snowboard/athlete-profile-n1036946-sangho-lee.htm
LEE Seung Hoon,LEE SH,Male,1988-03-06,,Republic of Korea,Republic of Korea,KOR,Speed Skating,SSK,,Republic of Korea,1.78/5'10'',../../../en/results/speed-skating/athlete-profile-n1036446-seung-hoon-lee.htm
LEE Seung Hun,LEE SH,Male,2005-07-12,,,Republic of Korea,KOR,Freestyle Skiing,FRS,BUCHEON,Republic of Korea,,../../../en/results/freestyle-skiing/athlete-profile-n1036959-seung-hun-lee.htm
LEE Sihyeong,LEE S,Male,2000-12-15,SEOUL,Republic of Korea,Republic of Korea,KOR,Figure Skating,FSK,NAMYANGJU,Republic of Korea,,../../../en/results/figure-skating/athlete-profile-n1036486-sihyeong-lee.htm
LEE Wen-Yi,LEE WY,Female,2002-11-02,,,Chinese Taipei,TPE,Alpine Skiing,ALP,,,,../../../en/results/alpine-skiing/athlete-profile-n1046863-wen-yi-lee.htm
LEE Yubin,LEE Y,Female,2001-04-23,BUCHEON,Republic of Korea,Republic of Korea,KOR,Short Track Speed Skating,STK,SEOUL,Republic of Korea,,../../../en/results/short-track-speed-skating/athlete-profile-n1036480-yubin-lee.htm
LEEMANN Sinja,LEEMANN S,Female,2002-04-19,ZURICH,Switzerland,Switzerland,SUI,Ice Hockey,IHO,GOSSAU,Switzerland,1.66/5'5'',../../../en/results/ice-hockey/athlete-profile-n1048702-sinja-leemann.htm
LEERDAM Jutta,LEERDAM J,Female,1998-12-30,GRAVENZANDE,Netherlands,Netherlands,NED,Speed Skating,SSK,HEERENVEEN,Netherlands,1.82/5'11'',../../../en/results/speed-skating/athlete-profile-n1055970-jutta-leerdam.htm
LEFEBVRE Jules,LEFEBVRE J,Male,1996-01-12,"MONTREAL, QC",Canada,Canada,CAN,Snowboard,SBD,"MONTREAL, QC",Canada,,../../../en/results/snowboard/athlete-profile-n1045871-jules-lefebvre.htm
LEFEBVRE Lionel,LEFEBVRE L,Male,1992-04-28,RONCQ,France,France,FRA,Bobsleigh,BOB,CASTILLON-DU-GARD,France,,../../../en/results/bobsleigh/athlete-profile-n1034742-lionel-lefebvre.htm
LEFEVRE Lucile,LEFEVRE L,Female,1995-11-10,BRIANCON,France,France,FRA,Snowboard,SBD,RISOUL,France,,../../../en/results/snowboard/athlete-profile-n1035865-lucile-lefevre.htm
LEGNAVSKY Gustav,LEGNAVSKY G,Male,2005-09-23,DUNEDIN,New Zealand,New Zealand,NZL,Freestyle Skiing,FRS,WANAKA,New Zealand,,../../../en/results/freestyle-skiing/athlete-profile-n1055034-gustav-legnavsky.htm
LEHMAN Emery,LEHMAN E,Male,1996-06-13,"OAK PARK, IL",United States of America,United States of America,USA,Speed Skating,SSK,"OAK PARK, IL",United States of America,1.83/6'0'',../../../en/results/speed-skating/athlete-profile-n1037437-emery-lehman.htm
LEHTONEN Mikko,LEHTONEN M,Male,1994-01-16,TURKU,Finland,Finland,FIN,Ice Hockey,IHO,ST. PETERSBURG,Russian Federation,1.82/5'11'',../../../en/results/ice-hockey/athlete-profile-n1013043-mikko-lehtonen.htm
LEITNER Felix,LEITNER F,Male,1996-12-31,HALL IN TIROL,Austria,Austria,AUT,Biathlon,BTH,HOCHFILZEN,Austria,,../../../en/results/biathlon/athlete-profile-n1005683-felix-leitner.htm
LEJSEK Michael,LEJSEK M,Male,1998-02-24,KADAN,Czech Republic,Czech Republic,CZE,Luge,LUG,KLASTEREC NAD OHRI,Czech Republic,,../../../en/results/luge/athlete-profile-n1033466-michael-lejsek.htm
LEMAN Brady,LEMAN B,Male,1986-10-16,"CALGARY, AB",Canada,Canada,CAN,Freestyle Skiing,FRS,"CALGARY, AB",Canada,,../../../en/results/freestyle-skiing/athlete-profile-n1036208-brady-leman.htm
LEMMERER Harald,LEMMERER H,Male,1991-12-30,BAD ISCHL,Austria,Austria,AUT,Biathlon,BTH,BAD MITTERNDORF,Austria,,../../../en/results/biathlon/athlete-profile-n1005684-harald-lemmerer.htm
LENC Radan,LENC R,Male,1991-07-30,MLADA BOLESLAV,Czechoslovakia,Czech Republic,CZE,Ice Hockey,IHO,KHABAROVSK,Russian Federation,1.83/6'0'',../../../en/results/ice-hockey/athlete-profile-n1055643-radan-lenc.htm
LENNSTROM Theodor,LENNSTROM T,Male,1994-08-08,STOCKHOLM,Sweden,Sweden,SWE,Ice Hockey,IHO,NIZHNY NOVGOROD,Russian Federation,1.87/6'1'',../../../en/results/ice-hockey/athlete-profile-n1050528-theodor-lennstrom.htm
LEONI Tommaso,LEONI T,Male,1991-12-14,ASIAGO,Italy,Italy,ITA,Snowboard,SBD,BREGANZE,Italy,,../../../en/results/snowboard/athlete-profile-n1015406-tommaso-leoni.htm
LEPAPE Sebastien,LEPAPE S,Male,1991-07-04,MONTIVILLIERS,France,France,FRA,Short Track Speed Skating,STK,FONT-ROMEU,France,,../../../en/results/short-track-speed-skating/athlete-profile-n1035505-sebastien-lepape.htm
LESCINSKAITE Gabriele,LESCINSKAITE G,Female,1996-03-25,PAKRUOJIS,Lithuania,Lithuania,LTU,Biathlon,BTH,VILNIUS,Lithuania,,../../../en/results/biathlon/athlete-profile-n1041076-gabriele-lescinskaite.htm
LESHCHANKA Iryna,LESHCHANKA I,Female,1991-07-30,SENNO,Belarus,Belarus,BLR,Biathlon,BTH,NOVOPOLOTSK,Belarus,,../../../en/results/biathlon/athlete-profile-n1000191-iryna-leshchanka.htm
LESSER Erik,LESSER E,Male,1988-05-17,SUHL,German Democratic Republic,Germany,GER,Biathlon,BTH,OBERHOF,Germany,,../../../en/results/biathlon/athlete-profile-n1012694-erik-lesser.htm
LETAI Julie,LETAI J,Female,2000-06-23,"MEDFIELD, MA",United States of America,United States of America,USA,Short Track Speed Skating,STK,"SALT LAKE CITY, UT",United States of America,,../../../en/results/short-track-speed-skating/athlete-profile-n1037508-julie-letai.htm
LEVEILLE Olivier,LEVEILLE O,Male,2001-03-15,"SHERBROOKE, QC",Canada,Canada,CAN,Cross-Country Skiing,CCS,"SHERBROOKE, QC",Canada,,../../../en/results/cross-country-skiing/athlete-profile-n1051719-olivier-leveille.htm
LEVI Deborah,LEVI D,Female,1997-08-28,DILLENBURG,Germany,Germany,GER,Bobsleigh,BOB,FRANKFURT,Germany,,../../../en/results/bobsleigh/athlete-profile-n1014545-deborah-levi.htm
LEVI Devon,LEVI D,Male,2001-12-27,"MONTREAL, QC",Canada,Canada,CAN,Ice Hockey,IHO,"BOSTON, MA",United States of America,1.85/6'0'',../../../en/results/ice-hockey/athlete-profile-n1140546-devon-levi.htm
LEYHE Stephan,LEYHE S,Male,1992-01-05,"SCHWALEFELD, WILLINGEN",Germany,Germany,GER,Ski Jumping,SJP,HINTERZARTEN,Germany,,../../../en/results/ski-jumping/athlete-profile-n1012693-stephan-leyhe.htm
LI Beika,LI B,Female,1997-01-21,"MANKATO, MN",United States of America,People's Republic of China,CHN,Ice Hockey,IHO,"MANKATO, MN",United States of America,1.78/5'10'',../../../en/results/ice-hockey/athlete-profile-n1166817-beika-li.htm
LI Chunjian,LI C,Male,1996-04-03,HENSHUI,People's Republic of China,People's Republic of China,CHN,Bobsleigh,BOB,,People's Republic of China,,../../../en/results/bobsleigh/athlete-profile-n1058465-chunjian-li.htm
LI Fanghui,LI F,Female,2003-03-10,HARBIN,People's Republic of China,People's Republic of China,CHN,Freestyle Skiing,FRS,HARBIN,People's Republic of China,,../../../en/results/freestyle-skiing/athlete-profile-n1058756-fanghui-li.htm
LI Nan,LI N,Female,1992-03-03,CHANGCHUN,People's Republic of China,People's Republic of China,CHN,Freestyle Skiing,FRS,CHANGCHUN,People's Republic of China,,../../../en/results/freestyle-skiing/athlete-profile-n1058725-nan-li.htm
LI Qianhua,LI Q,Female,2002-06-06,"BAODING, HEBEI",People's Republic of China,People's Republic of China,CHN,Ice Hockey,IHO,"BAODING, HEBEI",People's Republic of China,1.65/5'4'',../../../en/results/ice-hockey/athlete-profile-n1057856-qianhua-li.htm
LI Qishi,LI Q,Female,1993-08-16,CHANGCHUN,People's Republic of China,People's Republic of China,CHN,Speed Skating,SSK,,People's Republic of China,1.75/5'8'',../../../en/results/speed-skating/athlete-profile-n1058373-qishi-li.htm
LI Wenlong,LI W,Male,2001-02-04,FUSHUN,People's Republic of China,People's Republic of China,CHN,Short Track Speed Skating,STK,,People's Republic of China,,../../../en/results/short-track-speed-skating/athlete-profile-n1057897-wenlong-li.htm
LI Xin,LI X,Female,1992-07-31,"HARBIN, HEILONGJIANG",People's Republic of China,People's Republic of China,CHN,Cross-Country Skiing,CCS,,People's Republic of China,,../../../en/results/cross-country-skiing/athlete-profile-n1058577-xin-li.htm
LI Yuxi,LI Y,Female,1998-09-24,"MIANYANG, SICHUAN",People's Republic of China,People's Republic of China,CHN,Skeleton,SKN,"MIANYANG, SICHUAN",People's Republic of China,,../../../en/results/skeleton/athlete-profile-n1058040-yuxi-li.htm
LIAN Ziwen,LIAN Z,Male,1998-09-26,"HARBIN, HEILONGJIANG",People's Republic of China,People's Republic of China,CHN,Speed Skating,SSK,BEIJING,People's Republic of China,1.83/6'0'',../../../en/results/speed-skating/athlete-profile-n1058360-ziwen-lian.htm
LICEF Miha,LICEF M,Male,1997-01-14,GORJE,Slovenia,Slovenia,SLO,Cross-Country Skiing,CCS,GORJE,Slovenia,,../../../en/results/cross-country-skiing/athlete-profile-n1051152-miha-licef.htm
LIE Lotte,LIE L,Female,1995-09-06,LEVANGER,Norway,Belgium,BEL,Biathlon,BTH,LILLEHAMMER,Norway,,../../../en/results/biathlon/athlete-profile-n1045279-lotte-lie.htm
LIEN Ida,LIEN I,Female,1997-04-05,DRAMMEN,Norway,Norway,NOR,Biathlon,BTH,LILLEHAMMER,Norway,,../../../en/results/biathlon/athlete-profile-n1031954-ida-lien.htm
LIENSBERGER Katharina,LIENSBERGER K,Female,1997-04-01,FELDKIRCH,Austria,Austria,AUT,Alpine Skiing,ALP,GOEFIS,Austria,,../../../en/results/alpine-skiing/athlete-profile-n1005319-katharina-liensberger.htm
LIIKALA Julia,LIIKALA J,Female,2001-03-20,PERASEINAJOKI,Finland,Finland,FIN,Ice Hockey,IHO,HELSINKI,Finland,1.66/5'5'',../../../en/results/ice-hockey/athlete-profile-n1005541-julia-liikala.htm
LIIV Marten,LIIV M,Male,1996-12-23,JOGEVA,Estonia,Estonia,EST,Speed Skating,SSK,HEERENVEEN,Netherlands,1.81/5'11'',../../../en/results/speed-skating/athlete-profile-n1034317-marten-liiv.htm
LILLIS Christopher,LILLIS C,Male,1998-10-04,"ROCHESTER, NY",United States of America,United States of America,USA,Freestyle Skiing,FRS,"PITTSFORD, NY",United States of America,,../../../en/results/freestyle-skiing/athlete-profile-n1044684-christopher-lillis.htm
LIM Namkyu,LIM N,Male,1989-09-01,SEOUL,Republic of Korea,Republic of Korea,KOR,Luge,LUG,SEONGNAM,Republic of Korea,,../../../en/results/luge/athlete-profile-n1037803-namkyu-lim.htm
LIMBACHER Andrea,LIMBACHER A,Female,1989-07-25,BAD ISCHL,Austria,Austria,AUT,Freestyle Skiing,FRS,ST. WOLFGANG,Austria,,../../../en/results/freestyle-skiing/athlete-profile-n1005584-andrea-limbacher.htm
LIN Jiaxin,LIN J,Female,2002-04-01,"ETOBICOKE, ON",Canada,People's Republic of China,CHN,Ice Hockey,IHO,,Canada,1.60/5'2'',../../../en/results/ice-hockey/athlete-profile-n1154490-jiaxin-lin.htm
LIN Ni,LIN N,Female,1991-04-29,"SAN JOSE, CA",United States of America,People's Republic of China,CHN,Ice Hockey,IHO,CALIFORNIA,United States of America,1.60/5'2'',../../../en/results/ice-hockey/athlete-profile-n1154489-ni-lin.htm
LIN Qiqi,LIN Q,Female,1996-05-12,"RICHMOND, BC",Canada,People's Republic of China,CHN,Ice Hockey,IHO,,Canada,1.65/5'4'',../../../en/results/ice-hockey/athlete-profile-n1154488-qiqi-lin.htm
LIN Sin-Rong,LIN SR,Female,1998-07-03,,Chinese Taipei,Chinese Taipei,TPE,Luge,LUG,NEW TAIPEI CITY,Chinese Taipei,,../../../en/results/luge/athlete-profile-n1045464-sin-rong-lin.htm
LINDBOHM Petteri,LINDBOHM P,Male,1993-09-23,HELSINKI,Finland,Finland,FIN,Ice Hockey,IHO,JOKERIT HELSINKI,Finland,1.90/6'2'',../../../en/results/ice-hockey/athlete-profile-n1013046-petteri-lindbohm.htm
LINDHOLM Remi,LINDHOLM R,Male,1998-01-17,ROVANIEMI,Finland,Finland,FIN,Cross-Country Skiing,CCS,VUOKATTI,Finland,,../../../en/results/cross-country-skiing/athlete-profile-n1035596-remi-lindholm.htm
LINDVIK Marius,LINDVIK M,Male,1998-06-27,SOERUM,Norway,Norway,NOR,Ski Jumping,SJP,FROGNER,Norway,,../../../en/results/ski-jumping/athlete-profile-n1031543-marius-lindvik.htm
LING Zhi,LING Z,Male,1994-04-06,HARBIN,People's Republic of China,People's Republic of China,CHN,Curling,CUR,BEIJING,People's Republic of China,,../../../en/results/curling/athlete-profile-n1057634-zhi-ling.htm
LITVINTSEV Vladimir,LITVINTSEV V,Male,2001-02-18,UKHTA,Russian Federation,Azerbaijan,AZE,Figure Skating,FSK,MOSCOW,Russian Federation,,../../../en/results/figure-skating/athlete-profile-n1053884-vladimir-litvintsev.htm
LIU Alysa,LIU A,Female,2005-08-08,"CLOVIS, CA",United States of America,United States of America,USA,Figure Skating,FSK,"RICHMOND, CA",United States of America,,../../../en/results/figure-skating/athlete-profile-n1035118-alysa-liu.htm
LIU Jiayu,LIU J,Female,1992-09-17,HEGANG,People's Republic of China,People's Republic of China,CHN,Snowboard,SBD,,People's Republic of China,,../../../en/results/snowboard/athlete-profile-n1057727-jiayu-liu.htm
LIU Jie,LIU J,Male,1995-04-23,"VANCOUVER, BC",Canada,People's Republic of China,CHN,Ice Hockey,IHO,"VANCOUVER, BC",Canada,1.80/5'10'',../../../en/results/ice-hockey/athlete-profile-n1167440-jie-liu.htm
LIU Rongsheng,LIU R,Male,2001-09-26,YUNNAN,People's Republic of China,People's Republic of China,CHN,Cross-Country Skiing,CCS,,People's Republic of China,,../../../en/results/cross-country-skiing/athlete-profile-n1058557-rongsheng-liu.htm
LIU Shaoang,LIU S,Male,1998-03-13,BUDAPEST,Hungary,Hungary,HUN,Short Track Speed Skating,STK,BUDAPEST,Hungary,,../../../en/results/short-track-speed-skating/athlete-profile-n1044470-shaoang-liu.htm
LIU Shaolin Sandor,LIU SS,Male,1995-11-20,BUDAPEST,Hungary,Hungary,HUN,Short Track Speed Skating,STK,,,,../../../en/results/short-track-speed-skating/athlete-profile-n1044475-shaolin-sandor-liu.htm
LIU Wei,LIU W,Male,1998-12-06,SHANGHAI,People's Republic of China,People's Republic of China,CHN,Bobsleigh,BOB,SHANGHAI,People's Republic of China,,../../../en/results/bobsleigh/athlete-profile-n1058467-wei-liu.htm
LIU Xinyu,LIU X,Male,1994-10-16,CHANGCHUN,People's Republic of China,People's Republic of China,CHN,Figure Skating,FSK,BEIJING,People's Republic of China,,../../../en/results/figure-skating/athlete-profile-n1058053-xinyu-liu.htm
LIU Zhixin,LIU Z,Female,1993-04-25,QIQIHAR,People's Republic of China,People's Republic of China,CHN,Ice Hockey,IHO,,People's Republic of China,1.79/5'10'',../../../en/results/ice-hockey/athlete-profile-n1057852-zhixin-liu.htm
LJUNGBLOM Lina,LJUNGBLOM L,Female,2001-10-15,SKOEVDE,Sweden,Sweden,SWE,Ice Hockey,IHO,,,1.67/5'5'',../../../en/results/ice-hockey/athlete-profile-n1042015-lina-ljungblom.htm
LJUTIC Zrinka,LJUTIC Z,Female,2004-01-26,ZAGREB,Croatia,Croatia,CRO,Alpine Skiing,ALP,ZAGREB,Croatia,,../../../en/results/alpine-skiing/athlete-profile-n1035950-zrinka-ljutic.htm
LLISO Javier,LLISO J,Male,1997-08-18,MADRID,Spain,Spain,ESP,Freestyle Skiing,FRS,MADRID,Spain,,../../../en/results/freestyle-skiing/athlete-profile-n1043342-javier-lliso.htm
LOCH Felix,LOCH F,Male,1989-07-24,SONNEBERG,German Democratic Republic,Germany,GER,Luge,LUG,BISCHOFSWIESEN,Germany,,../../../en/results/luge/athlete-profile-n1014527-felix-loch.htm
LOCHNER Johannes,LOCHNER J,Male,1990-10-15,BERCHTESGADEN,Germany,Germany,GER,Bobsleigh,BOB,KOENIGSSEE,Germany,,../../../en/results/bobsleigh/athlete-profile-n1014479-johannes-lochner.htm
LOEFFEL Romain,LOEFFEL R,Male,1991-03-10,LA CHAUX-DE-FONDS,Switzerland,Switzerland,SUI,Ice Hockey,IHO,LUGANO,Switzerland,1.78/5'10'',../../../en/results/ice-hockey/athlete-profile-n1048714-romain-loeffel.htm
LOELLING Jacqueline,LOELLING J,Female,1995-02-06,SIEGEN,Germany,Germany,GER,Skeleton,SKN,,,,../../../en/results/skeleton/athlete-profile-n1014512-jacqueline-loelling.htm
LOEVBLOM Hilma,LOEVBLOM H,Female,2000-08-16,TAEBY,Sweden,Sweden,SWE,Alpine Skiing,ALP,STOCKHOLM,Sweden,,../../../en/results/alpine-skiing/athlete-profile-n1054361-hilma-loevblom.htm
LOGAN Devin,LOGAN D,Female,1993-02-17,"OCEANSIDE, NY",United States of America,United States of America,USA,Freestyle Skiing,FRS,"WEST DOVER, VT",United States of America,,../../../en/results/freestyle-skiing/athlete-profile-n1044698-devin-logan.htm
LOGINOV Alexander,LOGINOV A,Male,1992-01-31,SARATOV,Russian Federation,ROC,ROC,Biathlon,BTH,SARATOV,Russian Federation,,../../../en/results/biathlon/athlete-profile-n1036743-alexander-loginov.htm
LOGINOV Dmitrii,LOGINOV D,Male,2000-02-02,DIVNOGORSK,Russian Federation,ROC,ROC,Snowboard,SBD,DIVNOGORSK,Russian Federation,,../../../en/results/snowboard/athlete-profile-n1036852-dmitrii-loginov.htm
LOIBL Stefan,LOIBL S,Male,1996-06-24,STRAUBING,Germany,Germany,GER,Ice Hockey,IHO,SKELLEFTEA,Sweden,1.88/6'2'',../../../en/results/ice-hockey/athlete-profile-n1001174-stefan-loibl.htm
LOKMIC Emir,LOKMIC E,Male,1997-12-23,SARAJEVO,Bosnia and Herzegovina,Bosnia and Herzegovina,BIH,Alpine Skiing,ALP,SARAJEVO,Bosnia and Herzegovina,,../../../en/results/alpine-skiing/athlete-profile-n1037341-emir-lokmic.htm
LOKTEVA ZAGORSKAIA Ekaterina,LOKTEVA ZAGORSK.,Female,2002-11-07,,,ROC,ROC,Snowboard,SBD,,,,../../../en/results/snowboard/athlete-profile-n1036836-ekaterina-lokteva-zagorskaia.htm
LOLLOBRIGIDA Francesca,LOLLOBRIGIDA F,Female,1991-02-07,FRASCATI,Italy,Italy,ITA,Speed Skating,SSK,ROME,Italy,1.69/5'6'',../../../en/results/speed-skating/athlete-profile-n1035040-francesca-lollobrigida.htm
LOOMIS Ben,LOOMIS B,Male,1998-06-09,"EAU CLAIRE, WI",United States of America,United States of America,USA,Nordic Combined,NCB,"PARK CITY, UT",United States of America,,../../../en/results/nordic-combined/athlete-profile-n1041422-ben-loomis.htm
